#Digilent WaveForms Oscilloscope Acquisition
#Device Name: GraceUlmer
#Serial Number: SN:210321AA27CB
#Date Time: 2024-10-09 13:11:31.959
#Sample rate: 435.745Hz
#Samples: 8000
#Channel 1: Range: 200 mV/div Offset: -1.5 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V)
-8.57841096,1.4144952508543185
-8.57611604,1.4084300499435654
-8.57382112,1.4117996060050948
-8.571526200000001,1.4299952087373542
-8.56923128,1.445158211014237
-8.56693636,1.4289843419188952
-8.56464144,1.4286473863127422
-8.56234652,1.4407777881342485
-8.5600516,1.4299952087373542
-8.55775668,1.4262886970696718
-8.55546176,1.4303321643435072
-8.55316684,1.4249408746450598
-8.55087192,1.4202234961589186
-8.548577,1.417190895703542
-8.546282080000001,1.4168539400973892
-8.54398716,1.4091039611558713
-8.54169224,1.4212343629773774
-8.53939732,1.4350495428296484
-8.5371024,1.443810388589625
-8.53480748,1.445158211014237
-8.53251256,1.4485277670757664
-8.53021764,1.4552668791988252
-8.52792272,1.4515603675311428
-8.5256278,1.437071276466566
-8.52333288,1.444484299801931
-8.52103796,1.450886456318837
-8.51874304,1.4461690778326957
-8.51644812,1.4431364773773192
-8.5141532,1.450212545106531
-8.51185828,1.4532451455619078
-8.50956336,1.4539190567742135
-8.50726844,1.4545929679865195
-8.50497352,1.457625568441896
-8.5026786,1.4545929679865195
-8.50038368,1.464701636171108
-8.49808876,1.423930007826601
-8.49579384,1.2554522047501262
-8.49349892,1.3056585900669158
-8.491204,1.3342998165899165
-8.48890908,1.2116479759502428
-8.48661416,1.0482245069660623
-8.48431924,1.1587459457842297
-8.48202432,1.2386044244424788
-8.4797294,1.2335500903501844
-8.47743448,1.276006496725456
-8.47513956,1.3787779566021057
-8.47284464,1.489636351026426
-8.47054972,1.5587122502877808
-8.4682548,1.5927447665092287
-8.46595988,1.6261033715183708
-8.463664960000001,1.6550815536475245
-8.46137004,1.6813640909274545
-8.45907512,1.6965270932043373
-8.4567802,1.717755296391973
-8.45448528,1.7164074739673614
-8.45219036,1.704277072145855
-8.44989544,1.699222738053561
-8.44760052,1.7025922941150904
-8.4453056,1.685744513807443
-8.44301068,1.6682228222874895
-8.44071576,1.6621576213767364
-8.438420840000001,1.6567663316782892
-8.43612592,1.6571032872844422
-8.433831,1.6560924204659833
-8.43153608,1.6614837101644306
-8.42924116,1.6742880231982427
-8.42694624,1.686418425019749
-8.42465132,1.705287938964314
-8.4223564,1.7342661210934676
-8.42006148,1.7602117027672448
-8.41776656,1.7740268826195158
-8.41547164,1.8013202867179046
-8.413176720000001,1.8292876020285995
-8.4108818,1.8427658262747175
-8.40858688,1.8579288285516002
-8.40629196,1.865341851886965
-8.40399704,1.779418172317963
-8.40170212,1.6274511939429825
-8.3994072,1.704614027752008
-8.39711228,1.69113580350589
-8.39481736,1.5964512781769113
-8.39252244,1.5866795655984758
-8.39022752,1.66485326622596
-8.387932600000001,1.6887771142628194
-8.38563768,1.6146468809091705
-8.38334276,1.6891140698689724
-8.38104784,1.717755296391973
-8.37875292,1.6884401586566664
-8.376458,1.678668446078231
-8.37416308,1.7474073897334328
-8.37186816,1.8094072212655754
-8.36957324,1.8309723800593642
-8.36727832,1.8201898006624697
-8.3649834,1.8249071791486111
-8.362688480000001,1.819178933844011
-8.36039356,1.792896396564081
-8.35809864,1.7615595251918565
-8.35580372,1.7602117027672448
-8.3535088,1.7292117870011734
-8.35121388,1.699559693659714
-8.34891896,1.6769836680474661
-8.34662404,1.658114154102901
-8.34432912,1.6129621028784058
-8.3420342,1.578255675444652
-8.33973928,1.5607339839246985
-8.337444360000001,1.5344514466447685
-8.33514944,1.4916580846633438
-8.33285452,1.458636435260355
-8.3305596,1.4394299657096368
-8.32826468,1.41011482797433
-8.32596976,1.3710279776605878
-8.32367484,1.356875842202164
-8.32137992,1.35182150810987
-8.319085,1.3349737278022222
-8.31679008,1.3231802815868692
-8.31449516,1.3278976600730104
-8.31220024,1.3090281461284452
-8.30990532,1.2928542770331035
-8.3076104,1.296897744306939
-8.30531548,1.2928542770331035
-8.30302056,1.2830825644546682
-8.30072564,1.283419520060821
-8.29843072,1.2918434102146448
-8.2961358,1.2716260738454679
-8.29384088,1.2662347841470205
-8.29154596,1.2618543612670323
-8.28925104,1.2780282303623738
-8.28695612,1.289821676577727
-8.2846612,1.2867890761223506
-8.28236628,1.2645500061162558
-8.28007136,1.2463544033839966
-8.27777644,1.2379305132301728
-8.27548152,1.236245735199408
-8.2731866,1.2375935576240198
-8.27089168,1.2861151649100446
-8.26859676,1.2584848052055027
-8.26630184,1.2470283145963026
-8.26400692,1.2685934733900912
-8.261712,1.276343452331609
-8.25941708,1.2696043402085502
-8.25712216,1.262865228085491
-8.254827240000001,1.263539139297797
-8.25253232,1.2672456509654795
-8.2502374,1.2645500061162558
-8.24794248,1.2598326276301146
-8.24564756,1.2591587164178086
-8.24335264,1.2652239173285618
-8.24105772,1.2591587164178086
-8.2387628,1.256463071568585
-8.23646788,1.263202183691644
-8.23417296,1.2719630294516207
-8.23187804,1.2689304289962442
-8.229583120000001,1.2594956720239616
-8.2272882,1.2645500061162558
-8.22499328,1.2665717397531735
-8.22269836,1.2888108097592683
-8.22040344,1.3046477232484568
-8.21810852,1.3204846367376455
-8.2158136,1.3262128820422456
-8.21351868,1.3396911062883636
-8.21122376,1.3474410852298815
-8.20892884,1.3474410852298815
-8.20663392,1.3535062861406346
-8.204339000000001,1.3676584215990584
-8.20204408,1.3632779987190702
-8.19974916,1.3669845103867526
-8.19745424,1.3717018888728938
-8.19515932,1.3872018467559295
-8.1928644,1.391582269635918
-8.19056948,1.391245314029765
-8.18827456,1.4027018046389652
-8.18597964,1.4117996060050948
-8.18368472,1.4124735172174008
-8.1813898,1.4091039611558713
-8.179094880000001,1.418201762522001
-8.17679996,1.417190895703542
-8.17450504,1.4124735172174008
-8.17221012,1.4293212975250482
-8.1699152,1.4417886549527075
-8.16762028,1.4552668791988252
-8.16532536,1.458973390866508
-8.16303044,1.4518973231372958
-8.16073552,1.4407777881342485
-8.1584406,1.449875589500378
-8.15614568,1.477842904811073
-8.153850760000001,1.4822233276910612
-8.15155584,1.4828972389033672
-8.14926092,1.4822233276910612
-8.146966,1.4916580846633438
-8.14467108,1.4940167739064145
-8.14237616,1.503451530878697
-8.14008124,1.5027776196663913
-8.13778632,1.5081689093648385
-8.1354914,1.5152449770940504
-8.13319648,1.52434277846018
-8.13090156,1.5401796919493687
-8.128606640000001,1.5492774933154982
-8.12631172,1.538157958312451
-8.1240168,1.5290601569463214
-8.12172188,1.530407979370933
-8.11942696,1.537821002706298
-8.11713204,1.5452340260416628
-8.11483712,1.5556796498324044
-8.1125422,1.5553426942262514
-8.11024728,1.5492774933154982
-8.10795236,1.538831869524757
-8.10565744,1.538494913918604
-8.10336252,1.5462448928601218
-8.1010676,1.5452340260416628
-8.09877268,1.5462448928601218
-8.09647776,1.5482666264970395
-8.09418284,1.538494913918604
-8.09188792,1.5337775354324625
-8.089593,1.538494913918604
-8.08729808,1.544560114829357
-8.08500316,1.5317558017955448
-8.08270824,1.512212376638674
-8.08041332,1.511875421032521
-8.0781184,1.5186145331555798
-8.07582348,1.5085058649709915
-8.07352856,1.5014297972417794
-8.07123364,1.5074949981525325
-8.06893872,1.4933428626941088
-8.0666438,1.5004189304233206
-8.06434888,1.524679734066333
-8.06205396,1.5182775775494268
-8.05975904,1.5267014677032507
-8.05746412,1.5398427363432157
-8.0551692,1.5213101780048035
-8.05287428,1.5071580425463795
-8.05057936,1.4936798183002615
-8.04828444,1.4734624819310846
-8.045989520000001,1.458299479654202
-8.0436946,1.4427995217711662
-8.04139968,1.4360604096481073
-8.03910476,1.4279734751004365
-8.03680984,1.4225821854019893
-8.03451492,1.43066911994966
-8.03222,1.4478538558634604
-8.02992508,1.47177770390032
-8.02763016,1.4862667949648967
-8.02533524,1.4832341945095202
-8.02304032,1.4812124608726025
-8.020745400000001,1.490984173451038
-8.01845048,1.5061471757279208
-8.01615556,1.5064841313340738
-8.01386064,1.5081689093648385
-8.01156572,1.4936798183002615
-8.0092708,1.4886254842079674
-8.00697588,1.4825602832972142
-8.00468096,1.472114659506473
-8.00238604,1.4525712343496018
-8.00009112,1.4488647226819193
-7.9977962,1.4569516572295902
-7.99550128,1.4684081478387905
-7.99320636,1.471440748294167
-7.9909114400000005,1.4751472599618494
-7.98861652,1.4727885707187787
-7.9863216,1.4812124608726025
-7.98402668,1.4815494164787555
-7.98173176,1.4785168160233788
-7.97943684,1.4835711501156732
-7.97714192,1.504462397697156
-7.9748470000000005,1.5091797761832972
-7.97255208,1.525016689672486
-7.97025716,1.530744934977086
-7.96796224,1.524005822854027
-7.9656673200000006,1.5142341102755916
-7.9633724,1.5145710658817444
-7.96107748,1.5010928416356264
-7.95878256,1.5004189304233206
-7.95648764,1.5105275986079092
-7.95419272,1.5142341102755916
-7.9518978,1.5101906430017562
-7.9496028800000005,1.5095167317894502
-7.94730796,1.5216471336109565
-7.94501304,1.5226580004294152
-7.94271812,1.5138971546694386
-7.9404232,1.525016689672486
-7.93812828,1.5405166475555216
-7.93583336,1.5395057807370627
-7.93353844,1.537484047100145
-7.93124352,1.5496144489216512
-7.9289486,1.5637665843800752
-7.92665368,1.5536579161954867
-7.9243587600000005,1.5371470914939922
-7.92206384,1.5320927574016978
-7.91976892,1.517266710730968
-7.917474,1.4923319958756498
-7.91517908,1.471440748294167
-7.91288416,1.4421256105588602
-7.91058924,1.4158430732789302
-7.90829432,1.3801257790267176
-7.9059994,1.3720388444790468
-7.90370448,1.3727127556913528
-7.90140956,1.3626040875067642
-7.8991146400000005,1.3329519941653045
-7.89681972,1.3181259474945748
-7.8945248,1.3086911905222922
-7.89222988,1.3097020573407512
-7.88993496,1.2911694990023388
-7.88764004,1.270615207027009
-7.88534512,1.2534304711132085
-7.8830502000000005,1.2399522468670905
-7.88075528,1.2450065809593847
-7.87846036,1.2402892024732435
-7.87616544,1.230854445500961
-7.8738705200000005,1.236919646411714
-7.8715756,1.235234868380949
-7.86928068,1.2241153333779018
-7.86698576,1.229843578682502
-7.86469084,1.2375935576240198
-7.86239592,1.24905004823322
-7.860101,1.2945390550638685
-7.8578060800000005,1.3221694147684102
-7.85551116,1.323854192799175
-7.85321624,1.297908611125398
-7.85092132,1.2200718661040666
-7.848626400000001,1.2594956720239616
-7.84633148,1.229506623076349
-7.84403656,1.1910936839749129
-7.84174164,1.2055827750394896
-7.83944672,1.2776912747562208
-7.8371518,1.364625821143682
-7.83485688,1.4205604517650716
-7.8325619600000005,1.4650385917772608
-7.83026704,1.5098536873956032
-7.82797212,1.5482666264970395
-7.8256772,1.5856686987800168
-7.82338228,1.6068969019676527
-7.82108736,1.6197012150014647
-7.81879244,1.6284620607614415
-7.81649752,1.6365489953091124
-7.8142026,1.6405924625829478
-7.81190768,1.6436250630383242
-7.80961276,1.645309841069089
-7.8073178400000005,1.6493533083429244
-7.80502292,1.6490163527367714
-7.802728,1.6483424415244654
-7.80043308,1.6392446401583358
-7.79813816,1.6328424836414297
-7.79584324,1.631494661216818
-7.79354832,1.6274511939429825
-7.7912534,1.6335163948537357
-7.78895848,1.645983752281395
-7.78666356,1.6523859087983008
-7.78436864,1.6439620186444772
-7.7820737200000005,1.645646796675242
-7.7797788,1.64429897425063
-7.77748388,1.6291359719737475
-7.77518896,1.6176794813645472
-7.77289404,1.638233773339877
-7.77059912,1.632168572429124
-7.7683042,1.6180164369707
-7.7660092800000005,1.6095925468168764
-7.76371436,1.598136056207676
-7.76141944,1.5826360983246404
-7.75912452,1.5735382969585108
-7.7568296000000005,1.5684839628662164
-7.75453468,1.544223159223204
-7.75223976,1.2392783356547845
-7.74994484,1.19648497367336
-7.74764992,1.3049846788546098
-7.745355,1.2106371091317838
-7.74306008,1.1115721609228166
-7.7407651600000005,1.1749198148795712
-7.73847024,1.3528323749283286
-7.73617532,1.489973306632579
-7.7338804,1.5755600305954283
-7.73158548,1.631494661216818
-7.72929056,1.671592378349019
-7.72699564,1.6924836259305018
-7.72470072,1.7036031609335494
-7.7224058,1.7140487847242907
-7.72011088,1.73224438745655
-7.71781596,1.7302226538196324
-7.7155210400000005,1.7100053174504553
-7.71322612,1.677994534865925
-7.7109312,1.6624945769828894
-7.70863628,1.6530598200106068
-7.70634136,1.645983752281395
-7.70404644,1.632505528035277
-7.70175152,1.610940369241488
-7.6994566,1.6065599463614997
-7.69716168,1.6207120818199237
-7.69486676,1.6156577477276295
-7.69257184,1.6143099253030175
-7.6902769200000005,1.6085816799984174
-7.687982,1.604538212724582
-7.68568708,1.5954404113584524
-7.68339216,1.583983920749252
-7.68109724,1.5799404534754167
-7.67880232,1.56545136241084
-7.6765074,1.5496144489216512
-7.6742124800000004,1.550962271346263
-7.67191756,1.551636182558569
-7.66962264,1.5428753367985923
-7.66732772,1.5331036242201568
-7.6650328000000005,1.5371470914939922
-7.66273788,1.5395057807370627
-7.66044296,1.5398427363432157
-7.65814804,1.5455709816478158
-7.65585312,1.5499514045278042
-7.6535582,1.5833100095369461
-7.65126328,1.570842652109287
-7.6489683600000005,1.578592631050805
-7.64667344,1.5944295445399936
-7.64437852,1.5833100095369461
-7.6420836,1.5526470493770277
-7.6397886800000006,1.524679734066333
-7.63749376,1.5095167317894502
-7.63519884,1.5000819748171677
-7.63290392,1.5010928416356264
-7.630609,1.4946906851187205
-7.62831408,1.4724516151126257
-7.62601916,1.4593103464726607
-7.6237242400000005,1.4475169002573076
-7.62142932,1.4357234540419543
-7.6191344,1.4326908535865777
-7.61683948,1.4404408325280955
-7.61454456,1.423930007826601
-7.61224964,1.4165169844912362
-7.60995472,1.4161800288850832
-7.6076598,1.4219082741896834
-7.60536488,1.4158430732789302
-7.60306996,1.4269626082819775
-7.60077504,1.418875673734307
-7.5984801200000005,1.3407019731068224
-7.5961852,0.9259096219325414
-7.59389028,0.9508443367878597
-7.59159536,1.0553005746952742
-7.58930044,0.9181596429910236
-7.58700552,0.4289001028569406
-7.5847106,0.36319375965711553
-7.58241568,0.808312115385162
-7.58012076,0.8157251387205269
-7.57782584,0.5697475462288736
-7.57553092,0.7685513538591139
-7.5732360000000005,1.101800448344381
-7.57094108,1.2935281882454095
-7.56864616,1.4609951245034254
-7.56635124,1.6287990163675945
-7.56405632,1.7827877283794924
-7.5617614,1.9091460806868485
-7.55946648,1.9708089566128384
-7.5571715600000005,1.993384982225086
-7.55487664,1.8909504779545894
-7.55258172,1.8383854033947291
-7.5502868,1.885559188256142
-7.5479918800000005,1.8296245576347525
-7.54569696,1.7703203709518334
-7.54340204,1.7682986373149157
-7.54110712,1.8232224011178464
-7.5388122,1.8754505200715537
-7.53651728,1.9071243470499308
-7.53422236,1.9054395690191661
-7.5319274400000005,1.9202656156898958
-7.52963252,1.9115047699299192
-7.5273376,1.8885917887115187
-7.52504268,1.873765742040789
-7.52274776,1.8565810061269885
-7.52045284,1.8238963123301524
-7.51815792,1.8009833311117518
-7.515863,1.7575160579180211
-7.51356808,1.72651614215195
-7.51127316,1.698211871235102
-7.50897824,1.6823749577459135
-7.5066833200000005,1.6655271774382658
-7.5043884,1.6409294181891005
-7.50209348,1.618353392576853
-7.49979856,1.598136056207676
-7.49750364,1.6018425678753585
-7.49520872,1.5860056543861698
-7.4929138,1.564777451198534
-7.49061888,1.5455709816478158
-7.48832396,1.5297340681586271
-7.48602904,1.517266710730968
-7.48373412,1.5125493322448267
-7.4814392000000005,1.5145710658817444
-7.47914428,1.4930059070879558
-7.47684936,1.4798646384479908
-7.47455444,1.485255928146438
-7.47225952,1.4815494164787555
-7.4699646,1.4684081478387905
-7.46766968,1.4569516572295902
-7.46537476,1.463690769352649
-7.46307984,1.4623429469280373
-7.46078492,1.4545929679865195
-7.45849,1.449538633894225
-7.4561950800000005,1.4326908535865777
-7.45390016,1.432016942374272
-7.45160524,1.4397669213157898
-7.44931032,1.4724516151126257
-7.4470154,1.504462397697156
-7.44472048,1.4684081478387905
-7.44242556,1.463690769352649
-7.4401306400000005,1.4754842155680024
-7.43783572,1.4704298814757082
-7.4355408,1.4535821011680605
-7.43324588,1.432016942374272
-7.4309509600000005,1.4144952508543185
-7.42865604,1.4016909378205065
-7.42636112,1.390571402817459
-7.4240662,1.391582269635918
-7.42177128,1.4000061597897415
-7.41947636,1.3979844261528238
-7.41718144,1.4091039611558713
-7.4148865200000005,1.3989952929712828
-7.4125916,1.3989952929712828
-7.41029668,1.4148322064604715
-7.40800176,1.4208974073712244
-7.40570684,1.4080930943374124
-7.40341192,1.4074191831251066
-7.401117,1.4121365616112478
-7.39882208,1.4293212975250482
-7.39652716,1.4289843419188952
-7.39423224,1.417527851309695
-7.39193732,1.4138213396420125
-7.3896424000000005,1.4269626082819775
-7.38734748,1.418538718128154
-7.38505256,1.4158430732789302
-7.38275764,1.4114626503989418
-7.38046272,1.417527851309695
-7.3781678,1.437408232072719
-7.37587288,1.4293212975250482
-7.37357796,1.417527851309695
-7.37128304,1.4222452297958363
-7.36898812,1.4323538979804247
-7.3666932,1.4458321222265427
-7.3643982800000005,1.4468429890450016
-7.36210336,1.4414516993465545
-7.35980844,1.432016942374272
-7.35751352,1.4424625661650132
-7.3552186,1.4606581688972726
-7.35292368,1.4731255263249317
-7.35062876,1.4808755052664495
-7.3483338400000004,1.4916580846633438
-7.34603892,1.4994080636048617
-7.343744,1.4859298393587437
-7.34144908,1.4866037505710497
-7.3391541600000005,1.5101906430017562
-7.33685924,1.5236688672478742
-7.33456432,1.5290601569463214
-7.3322694,1.5371470914939922
-7.32997448,1.537484047100145
-7.32767956,1.5277123345217096
-7.32538464,1.5054732645156148
-7.3230897200000005,1.5051363089094618
-7.3207948,1.516592799518662
-7.31849988,1.530744934977086
-7.31620496,1.5263645120970977
-7.31391004,1.5159188883063563
-7.31161512,1.5159188883063563
-7.3093202,1.5085058649709915
-7.30702528,1.4967124187556382
-7.30473036,1.497386329967944
-7.30243544,1.4953645963310263
-7.30014052,1.4828972389033672
-7.2978456000000005,1.4926689514818028
-7.29555068,1.4943537295125675
-7.29325576,1.4923319958756498
-7.29096084,1.4933428626941088
-7.28866592,1.5105275986079092
-7.286371,1.5202993111863445
-7.28407608,1.497386329967944
-7.28178116,1.484245061327979
-7.27948624,1.4798646384479908
-7.27719132,1.4673972810203315
-7.2748964,1.4687451034449432
-7.2726014800000005,1.457962524048049
-7.27030656,1.463353813746496
-7.26801164,1.4650385917772608
-7.26571672,1.4626799025341903
-7.2634218,1.47177770390032
-7.26112688,1.4822233276910612
-7.25883196,1.4832341945095202
-7.25653704,1.4872776617833556
-7.25424212,1.4970493743617912
-7.2519472,1.5105275986079092
-7.24965228,1.510864554214062
-7.2473573600000005,1.5068210869402265
-7.24506244,1.489973306632579
-7.24276752,1.4791907272356848
-7.2404726,1.524679734066333
-7.23817768,1.5229949560355682
-7.23588276,1.5101906430017562
-7.23358784,1.511201509820215
-7.2312929200000005,1.516929755124815
-7.228998,1.5000819748171677
-7.22670308,1.4748103043556964
-7.22440816,1.4657125029895668
-7.2221132400000005,1.4626799025341903
-7.21981832,1.4737994375372376
-7.2175234,1.4781798604172258
-7.21522848,1.4788537716295318
