Timestamp,Ch0_Alpha,Ch0_Beta,Ch0_Gamma,Ch1_Alpha,Ch1_Beta,Ch1_Gamma,Ch2_Alpha,Ch2_Beta,Ch2_Gamma,Ch3_Alpha,Ch3_Beta,Ch3_Gamma
1733461987.6285906,10679.6640625,39913.9375,29927.1328125,10010.828125,40362.71875,30064.7578125,10159.65625,39976.5,29966.203125,10156.9375,39994.203125,29962.18359375
1733461987.6514134,8705.359375,40353.453125,,,,,,,,,,
1733461987.6629245,,,30013.65234375,13733.640625,38822.984375,29550.83203125,9489.6015625,40162.109375,30042.4453125,9511.0,40156.078125,30029.71875
1733461987.684228,10349.734375,39758.84375,30238.6171875,,,,,,,,,
1733461987.695702,,,,10690.046875,41269.328125,29591.09765625,10005.0625,39833.015625,30114.7734375,10018.8203125,39825.265625,30108.78515625
1733461987.722154,10591.9140625,39937.09375,30165.9140625,10091.5,39164.984375,29517.75,10010.03125,40082.078125,30095.09765625,9981.3671875,40090.953125,30101.484375
1733461987.7457814,9820.2578125,40258.53125,29954.09765625,9922.9375,40388.921875,30192.55078125,9970.609375,39975.6875,29962.37109375,9996.4609375,39952.109375,
1733461987.7612963,,,,,,,,,,,,29973.71484375
1733461987.7833169,10281.3671875,39710.953125,29785.08984375,9376.328125,40351.78125,30559.8984375,10089.296875,39973.5,29869.32421875,10073.3125,40008.484375,29869.74609375
1733461987.8063345,9825.4140625,40233.953125,29836.27734375,11029.5390625,39049.59375,30534.62109375,,,,,,
1733461987.81834,,,,,,,10001.8046875,40066.0625,29913.0,10013.59375,40046.59375,29907.52734375
1733461987.8411484,10068.6484375,39829.4375,30021.29296875,10290.7421875,40514.5,29932.3828125,9965.875,39922.0,30020.953125,9958.375,,
1733461987.8526568,,,,,,,,,,,39940.390625,30011.1328125
1733461987.873736,9671.5,40229.953125,30148.37109375,9182.3359375,40313.078125,29396.671875,9936.1328125,40040.5625,30090.57421875,9951.34375,40013.0,30089.68359375
1733461987.8964658,9975.203125,39746.421875,30202.27734375,,,,,,,,,
1733461987.908489,,,,11410.5859375,39942.34375,29516.82421875,9839.21875,39974.46875,30110.33203125,9825.484375,40008.671875,30116.8359375
1733461987.9355369,9873.3203125,40172.484375,30063.984375,11607.0859375,38891.203125,29466.78515625,9923.4765625,40196.84375,30097.81640625,9947.96875,40183.828125,30103.40625
1733461987.9696794,11624.359375,41765.6875,28787.19140625,652.3515625,42579.046875,30896.71875,12620.6171875,39492.34375,29777.7890625,12569.1484375,39465.671875,29762.63671875
1733461987.991699,15653.03125,,,,,,,,,,,
1733461988.0047703,,34995.8125,31049.16796875,16408.6796875,42081.0,28163.6015625,8335.8203125,39911.984375,30068.61328125,8287.1640625,39956.859375,30072.99609375
1733461988.031782,-1009.2265625,45069.796875,29918.96484375,32786.1015625,31873.390625,31772.8359375,5513.78125,41076.375,29982.84375,5699.828125,40994.234375,29977.95703125
1733461988.0557988,6091.140625,37774.84375,30069.10546875,-6588.734375,40541.515625,32789.44921875,11403.015625,38970.453125,29929.6640625,11354.1015625,39040.28125,29952.05859375
1733461988.0953305,15095.96875,39484.65625,29980.828125,-6960.03125,53790.96875,26718.48046875,12413.6171875,40092.953125,30024.1171875,12288.9296875,40103.671875,30010.8046875
1733461988.119833,13856.0078125,41201.84375,29956.4765625,65.4765625,33453.0625,28104.2578125,10601.59375,40571.59375,30015.515625,10613.640625,40533.953125,30012.5390625
1733461988.1418374,11410.9609375,,,,,,,,,,,
1733461988.1543455,,39678.984375,29993.66015625,-551.46875,47359.609375,32658.421875,10589.2890625,39547.96875,29995.96875,10613.2421875,39566.5625,30000.84375
1733461988.1768563,9714.484375,39931.703125,29999.53125,26523.53125,34154.96875,30004.78125,9729.9296875,40200.984375,29998.79296875,9762.8359375,40187.84375,30004.4765625
1733461988.2049046,9069.484375,40037.296875,30001.5234375,24445.9609375,43940.515625,29962.67578125,9389.8515625,39970.09375,30003.29296875,9395.2890625,39984.96875,
1733461988.2159076,,,,,,,,,,,,29999.77734375
1733461988.2370913,9253.84375,39971.109375,29996.4375,17798.78125,39468.21875,29937.2578125,9584.8515625,39957.5625,29992.95703125,9597.4609375,39948.390625,29994.09375
1733461988.270625,9561.859375,40000.140625,29990.16796875,13253.1015625,39644.859375,29935.60546875,9849.8359375,40016.609375,29992.13671875,9834.6484375,40023.59375,29993.75390625
1733461988.2977002,9778.7734375,40014.140625,30011.71875,,,,,,,,,
1733461988.3088617,,,,10536.765625,40288.0625,29948.00390625,9994.9140625,40010.609375,30002.63671875,10003.9609375,39999.0625,29993.71875
1733461988.3311372,9960.0625,39961.125,29995.81640625,8627.7578125,39688.671875,30120.71484375,10027.3984375,39974.71875,30001.2421875,10027.1875,39983.59375,30008.28515625
1733461988.36517,9943.984375,40057.609375,30004.95703125,7064.734375,40703.5625,30001.6640625,9973.0703125,40041.171875,30007.51171875,9969.34375,40045.390625,29996.02734375
1733461988.398699,10109.6875,39950.8125,29987.4375,9192.9765625,39055.9375,30046.4765625,10097.8515625,39945.453125,29994.984375,10094.4296875,39946.140625,29997.38671875
1733461988.426718,9999.7890625,40035.5,29991.64453125,8212.0703125,40808.203125,29907.41015625,9989.453125,40049.21875,29984.61328125,9988.0234375,40045.546875,29996.2265625
1733461988.451002,10068.53125,39951.015625,30004.59375,9406.2109375,39534.03125,29963.25,10065.625,39944.484375,30008.23828125,10058.921875,39944.1875,30008.34375
1733461988.4875293,10046.359375,40018.796875,30003.7734375,9348.0625,40094.546875,29941.5703125,10020.5078125,40023.765625,30001.20703125,10028.8046875,40013.734375,29996.12109375
1733461988.5258331,9971.3359375,40020.59375,30000.9375,8561.8984375,40195.796875,30049.37109375,9943.234375,40019.6875,29993.8828125,9938.7109375,40027.578125,29995.53515625
1733461988.5493577,9992.4296875,39991.6875,30000.31640625,9613.2109375,39753.765625,30097.0078125,10001.5234375,39979.234375,30014.5546875,9996.71875,39983.421875,30002.53125
1733461988.5863588,10034.4765625,39985.34375,29995.98046875,9957.6015625,40057.09375,30028.1484375,10019.96875,40003.734375,29994.36328125,10025.96875,39993.625,30004.51171875
1733461988.6098628,10015.609375,39996.640625,30008.7421875,9719.6875,40027.671875,29972.2734375,9990.5078125,40006.21875,29989.2890625,9989.921875,40001.390625,29999.51953125
1733461988.6383927,9904.9140625,40028.640625,29990.2265625,9401.1015625,40098.640625,29921.00390625,9959.5703125,40002.4375,29998.8984375,9955.9140625,40010.796875,29995.18359375
1733461988.671014,10066.7734375,39955.875,30002.7890625,10483.5859375,39715.3125,29967.1640625,10040.875,39973.8125,30002.12109375,10043.3125,39974.09375,29992.65234375
1733461988.705096,10040.2890625,40031.703125,30002.0859375,10114.0703125,40358.5,29954.56640625,10012.8671875,40026.21875,29989.51171875,10016.3828125,40025.71875,29999.07421875
1733461988.7285843,9997.6796875,39995.6875,29991.08203125,10007.4765625,39799.421875,30065.4140625,9997.3984375,39982.84375,30010.20703125,9995.8046875,39990.46875,30005.34375
1733461988.7676587,9968.2890625,40000.59375,30003.33984375,9649.375,40104.65625,30060.57421875,9981.953125,40004.828125,30004.7109375,9971.921875,39998.6875,30005.0390625
1733461988.7907002,10012.1171875,39982.265625,30005.68359375,10198.1171875,39751.640625,30049.453125,10010.8515625,39987.984375,30001.453125,10025.8984375,39979.421875,30001.25390625
1733461988.8341606,9997.5625,40013.109375,29994.59765625,9789.109375,40253.671875,29953.7578125,9982.7734375,40013.921875,29993.19140625,9973.046875,40030.5625,29996.109375
1733461988.8581796,9975.15625,39997.34375,29998.39453125,9968.265625,39877.15625,29939.14453125,9998.640625,39991.03125,29990.98828125,10000.609375,39976.1875,29995.69921875
1733461988.8802025,9985.0234375,39995.3125,29996.484375,10034.59375,39964.484375,29992.08984375,10000.9140625,40002.453125,30005.8125,10000.0234375,40004.078125,30001.828125
1733461988.9175878,10011.0390625,40002.484375,30000.97265625,10094.359375,40136.171875,30002.49609375,10006.5859375,40007.546875,29996.6484375,10006.0234375,40018.140625,
1733461988.9311137,,,,,,,,,,,,29986.88671875
1733461988.9486275,10036.5859375,39995.59375,29999.0859375,10042.796875,39857.859375,30090.38671875,9997.4921875,39987.28125,30003.78515625,9999.9296875,,
1733461988.9602413,,,,,,,,,,,39974.171875,30005.1328125
1733461988.9757004,10002.7421875,40002.265625,29994.31640625,9921.0625,40098.703125,,,,,,,
1733461988.989207,,,,,,30034.171875,9994.65625,40003.765625,30000.3515625,9998.8984375,40009.78125,30009.29296875
1733461989.012234,9976.46875,40002.4375,30004.03125,10124.59375,39953.203125,29957.765625,10004.078125,39992.703125,30001.3359375,10000.09375,39999.265625,30002.296875
1733461989.042138,9994.1875,39986.390625,30001.06640625,9991.515625,39961.265625,29940.328125,10003.4921875,39995.109375,29993.7890625,9996.3203125,39986.984375,29989.078125
1733461989.0676455,9991.5859375,40013.296875,29999.35546875,9877.8203125,40143.328125,29960.1328125,9983.7109375,40013.546875,29991.05859375,9995.9453125,40012.734375,29996.91796875
1733461989.1013258,10011.8125,39982.8125,29996.14453125,10079.7578125,39703.8125,30050.35546875,10007.4765625,39974.078125,30010.65234375,10002.625,39985.734375,29997.6796875
1733461989.140307,9972.53125,40026.484375,29997.15234375,9720.3671875,40384.78125,30004.51171875,9977.640625,40033.515625,29993.90625,9980.1015625,40026.546875,29999.66015625
1733461989.1631272,10008.578125,39973.296875,29996.02734375,9910.5390625,39761.90625,30038.15625,9992.6875,39974.78125,30007.5,9992.5703125,39975.84375,30001.5703125
1733461989.2010605,10015.3046875,40001.484375,30007.640625,10219.2578125,40078.609375,30023.70703125,10022.125,39999.828125,30001.76953125,10015.4453125,40011.359375,30002.9296875
1733461989.2283678,10011.0859375,39999.484375,29996.1328125,10295.1484375,39898.890625,29942.35546875,10011.71875,40004.265625,29988.75,10009.28125,39991.46875,29992.86328125
1733461989.2512038,9961.515625,40007.328125,29997.78515625,9813.6484375,40128.234375,29956.81640625,9990.8125,,,,,
1733461989.2642112,,,,,,,,39998.890625,30003.05859375,9993.6953125,39993.40625,29998.1484375
1733461989.2884066,10002.625,39996.78125,30000.84375,10067.8984375,39926.625,29975.07421875,9995.3125,40003.34375,29995.4765625,10005.859375,40003.640625,30000.09375
1733461989.3108594,10006.65625,39995.375,29999.0859375,10065.53125,40076.03125,30017.5546875,10013.7109375,39999.953125,30000.3515625,10000.046875,40005.984375,30003.09375
1733461989.3486986,9964.5859375,39995.78125,30003.1171875,9812.828125,39895.5625,30081.43359375,9969.6484375,39994.390625,30008.109375,9980.59375,39992.5625,30007.4296875
1733461989.3777218,10023.390625,39999.96875,30001.1015625,9735.25,40091.171875,30019.078125,9982.84375,39998.890625,29994.97265625,9976.0234375,40003.28125,29994.66796875
1733461989.4067748,10046.453125,40000.875,29994.0234375,10282.796875,39867.53125,29973.66796875,10026.0390625,39992.734375,29998.53515625,10024.4921875,,
1733461989.4222863,,,,,,,,,,,39986.609375,29999.671875
1733461989.4336236,9992.8515625,,,,,,,,,,,
1733461989.4456291,,40002.765625,29999.4140625,9982.7734375,40201.796875,29931.4921875,10001.2421875,40016.359375,29994.09375,9998.828125,40014.6875,29995.125
1733461989.4667351,9962.6171875,40002.390625,30001.265625,9907.2578125,39832.546875,29973.9609375,9990.953125,39990.515625,29998.83984375,9998.8515625,39988.09375,30000.609375
1733461989.4942982,9977.0078125,,,,,,,,,,,
1733461989.507302,,39991.125,29998.69921875,9828.625,40097.109375,30044.34375,9979.7734375,40001.953125,30004.59375,9979.234375,40009.625,29997.2578125
1733461989.5313056,10027.2109375,39990.515625,30006.83203125,10375.0703125,39837.96875,30062.26171875,10034.3125,39981.421875,30003.97265625,10030.421875,39980.390625,30005.49609375
1733461989.569851,9997.0703125,40020.5625,29993.40234375,9913.1875,40202.15625,29995.39453125,9985.375,40026.015625,29997.22265625,9992.4765625,40024.296875,29999.35546875
1733461989.5936608,10003.3515625,39990.0625,29996.1328125,10059.625,39899.03125,29995.51171875,10005.203125,39981.234375,29996.66015625,10002.109375,39987.71875,29991.48046875
1733461989.625401,10012.703125,39999.71875,30000.8203125,10093.65625,39983.140625,29953.39453125,10007.8984375,40003.75,29993.58984375,10005.6484375,39998.828125,29999.73046875
1733461989.6554317,9982.0703125,40000.296875,29996.8359375,9765.109375,40043.84375,29967.9609375,9983.4765625,39996.8125,29999.96484375,9976.6796875,40002.96875,30001.640625
1733461989.6884067,9996.6015625,39989.78125,30002.70703125,9923.7109375,39935.78125,29999.84765625,9987.0390625,40000.625,30000.6796875,9997.375,39989.28125,29995.41796875
1733461989.71131,9985.75,40012.3125,29998.125,10048.328125,40061.1875,30027.83203125,10004.359375,40000.515625,30001.9921875,9997.1640625,40008.375,29999.625
1733461989.7497087,9996.3203125,39989.953125,29996.54296875,9951.5078125,40016.109375,30026.4375,9990.34375,40001.640625,30001.828125,9996.625,39988.8125,30008.07421875
1733461989.7872632,10007.125,40001.640625,30000.38671875,10187.7578125,39926.640625,30018.28125,10013.8984375,39984.03125,30004.25390625,10013.21875,39996.3125,29999.625
1733461989.8092828,10010.9921875,40003.03125,29995.6640625,10061.59375,40000.9375,29965.078125,10009.1640625,40007.90625,29989.4296875,10004.8046875,40003.625,29999.02734375
1733461989.8333259,10004.4296875,39996.796875,,,,,,,,,,
1733461989.8458352,,,29998.4765625,9652.6796875,40096.453125,29962.265625,9970.3984375,40010.75,29996.0390625,9971.0078125,40009.703125,29997.59765625
1733461989.872862,10016.5,39983.109375,30007.8984375,10136.453125,39879.3125,29991.80859375,10009.984375,39984.234375,29999.4375,10015.5625,39983.515625,29992.2890625
1733461989.8958743,9948.8359375,40026.59375,29993.3203125,10120.3046875,40058.40625,30039.2109375,9998.7578125,40008.640625,29999.53125,9999.8125,40010.875,30004.55859375
1733461989.932491,9996.1796875,39981.484375,30010.921875,10162.9609375,39981.71875,30046.5,10011.71875,39986.734375,30004.48828125,10006.6328125,39993.546875,30004.69921875
1733461989.9618738,10034.828125,39988.234375,29988.4921875,9878.3125,40031.78125,29991.69140625,9997.140625,40003.46875,30004.46484375,9997.3984375,40000.984375,29994.85546875
1733461989.9920847,9954.4375,40030.640625,30005.53125,9776.125,40006.21875,29983.640625,9979.3046875,40005.84375,29994.45703125,9973.8203125,40002.09375,30004.0078125
1733461990.019146,10015.09375,39971.578125,29994.48046875,9989.265625,39905.109375,29962.91015625,10000.234375,,,,,
1733461990.0306644,,,,,,,,39989.859375,30000.0,10007.8984375,39983.4375,29995.48828125
1733461990.053171,10024.515625,40005.140625,30001.828125,10136.2890625,40151.890625,29952.15234375,10005.1796875,40008.578125,29994.76171875,10008.7421875,40018.3125,29995.11328125
1733461990.0813,9998.9453125,40011.046875,29999.1328125,10311.1796875,39903.984375,29999.12109375,10022.0078125,39993.9375,30002.0390625,,,
1733461990.0992386,,,,,,,,,,10015.703125,39995.71875,29994.609375
1733461990.1117935,9989.0546875,39972.609375,30002.14453125,9776.96875,39993.359375,30070.44140625,,,,,,
1733461990.127294,,,,,,,9980.8515625,39999.609375,29998.21875,9978.4609375,39993.453125,30008.671875
1733461990.138959,9986.96875,40012.421875,29999.390625,,,,,,,,,
1733461990.1558177,,,,9615.0390625,40031.875,30032.26171875,9974.359375,39996.46875,30004.34765625,9971.5234375,39999.421875,30002.8359375
1733461990.1801326,9995.4296875,40013.109375,29991.76171875,9981.15625,39974.953125,29979.97265625,9995.5234375,40004.40625,29998.44140625,10004.3359375,39996.71875,29993.8359375
1733461990.201729,10007.6171875,39990.046875,29998.04296875,10283.7109375,39997.375,29972.23828125,10019.734375,39994.84375,29997.7265625,10019.03125,40004.859375,29988.890625
1733461990.2343075,9989.0546875,39992.28125,30004.86328125,10118.078125,39997.296875,29968.6640625,10007.5,39999.828125,29992.25390625,10003.4921875,,
1733461990.2508276,,,,,,,,,,,39996.078125,30009.1875
1733461990.2624266,24167.21875,45907.875,,,,,,,,,,
1733461990.2804573,,,27825.08203125,8969.4296875,39597.703125,30198.6796875,9232.375,39652.9375,30140.77734375,9231.4375,39665.875,30122.66015625
1733461990.2939804,21023.640625,,,,,,,,,,,
1733461990.3104954,,25664.453125,32877.65625,13985.7578125,42197.84375,28711.546875,9948.296875,41160.15625,29721.9609375,10018.234375,41108.78125,29735.14453125
1733461990.3236423,-14819.2109375,53032.828125,,,,,,,,,,
1733461990.3361475,,,29326.8046875,30458.453125,33448.328125,34319.2265625,12513.296875,38604.609375,30085.60546875,12420.71875,38683.078125,30077.6484375
1733461990.3581798,2049.9765625,32824.125,29930.8828125,-15546.5,53889.015625,27215.7890625,10018.046875,40788.171875,30054.5859375,10014.203125,40739.015625,30059.87109375
1733461990.3913255,3137.265625,42478.609375,29925.71484375,-331.6953125,29585.09375,29897.37890625,8823.9765625,39747.984375,29991.26953125,8845.2109375,39749.46875,29993.625
1733461990.4182482,3970.2109375,40914.3125,30148.734375,12297.3203125,40392.796875,29979.94921875,8648.21875,40082.390625,30006.03515625,,,
1733461990.4337635,,,,,,,,,,8633.1484375,40101.515625,30005.9765625
1733461990.4607997,14382.390625,38514.1875,30071.3671875,14449.3046875,41403.28125,29979.984375,9658.5625,39926.046875,29999.82421875,9684.859375,39904.8125,30001.6640625
1733461990.4843214,18403.5625,40713.890625,30147.55078125,13664.640625,39441.46875,30031.6171875,10303.4453125,40021.984375,30017.3671875,10299.90625,40037.96875,30016.62890625
1733461990.5163724,20891.5234375,38698.234375,30076.6875,11980.7265625,39939.265625,30075.3984375,10658.5703125,39916.25,30008.6015625,10664.921875,39909.0,30009.41015625
1733461990.55383,9990.6015625,42300.21875,29657.5078125,11744.5703125,40184.359375,30011.96484375,10090.5859375,40165.0625,29978.87109375,10088.734375,40169.78125,29973.55078125
1733461990.5816271,9030.859375,38969.5,30002.68359375,10263.0625,39722.109375,29944.3125,10033.84375,39903.90625,29993.49609375,10033.375,39902.265625,29998.13671875
1733461990.6036017,11043.4140625,39686.796875,29993.54296875,8761.5390625,40458.890625,29970.85546875,10064.359375,40028.484375,29993.19140625,10062.53125,40021.15625,30000.1171875
1733461990.637677,10643.4765625,40382.703125,30004.125,10143.625,39658.203125,29986.1015625,10120.796875,39989.828125,30001.25390625,10114.0234375,39998.671875,29989.4765625
1733461990.6728158,9645.6953125,39919.15625,30006.5859375,10467.5546875,39901.96875,30032.0625,10063.6796875,39988.140625,30004.8984375,10071.6953125,39982.828125,30002.7421875
1733461990.7008517,9064.9609375,40008.421875,29994.4453125,9442.1640625,40338.453125,30013.78125,9938.171875,40024.890625,29995.30078125,9941.078125,40027.125,30003.5625
1733461990.7285855,9116.875,39965.6875,30001.60546875,9732.5546875,39732.3125,30032.859375,9952.09375,39979.140625,30000.6328125,,,
1733461990.7420533,,,,,,,,,,9940.515625,39977.265625,29994.90234375
1733461990.7675898,9260.6171875,40029.40625,29991.46875,9351.2734375,40184.890625,29966.015625,9921.296875,40010.90625,29999.8359375,9932.8515625,40001.21875,30003.62109375
1733461990.7919908,9683.1015625,40369.765625,30252.76171875,10041.484375,39859.53125,30019.1484375,9998.6640625,40012.171875,30018.17578125,9987.296875,40029.46875,30015.05859375
1733461990.8306193,19934.3828125,38690.078125,30235.21875,11570.171875,40127.46875,29976.05859375,11497.6796875,40038.53125,29987.58984375,11521.75,40009.90625,29999.2265625
1733461990.8536386,6251.0078125,39598.25,31663.98046875,9817.140625,39558.296875,29974.4765625,9443.7109375,39622.03125,29992.0078125,9407.96875,39657.875,29983.734375
1733461990.8921013,27791.8515625,41625.28125,29473.4296875,6627.765625,40847.25,30022.86328125,6808.9609375,40812.078125,29999.51953125,6812.59375,40798.9375,29991.15234375
1733461990.9186094,-15529.34375,39668.84375,26401.67578125,9813.390625,39336.453125,30015.4921875,10190.1953125,39242.859375,30000.28125,10209.7421875,39246.96875,29998.51171875
1733461990.942016,-23849.28125,45346.640625,32090.8125,11636.359375,40083.28125,30010.1953125,11619.578125,40205.375,30001.5234375,11631.6015625,40198.171875,30006.38671875
1733461990.9822469,22222.46875,31639.828125,29895.328125,11171.546875,40183.796875,29988.046875,11027.3828125,40114.921875,29992.4296875,11009.40625,40117.5,30001.6171875
1733461991.0107725,27103.8203125,45525.140625,29983.9921875,10300.421875,39908.1875,29952.984375,10216.421875,39952.21875,29995.74609375,10217.9453125,39940.703125,29994.05859375
1733461991.0393054,19416.71875,39595.96875,29999.90625,9514.5625,40066.0,29969.9296875,9797.78125,39988.984375,30009.36328125,9791.4765625,39996.03125,30003.26953125
1733461991.0728161,13026.8125,39443.328125,29999.390625,9666.15625,39949.4375,30025.2890625,9717.0390625,39995.25,29992.4765625,9716.1484375,39998.8125,29996.8359375
1733461991.0946155,9892.0234375,40131.15625,30000.46875,10131.34375,39887.15625,30067.37109375,9804.71875,39981.5625,30003.26953125,9804.109375,39989.140625,30003.5859375
1733461991.1264377,8785.046875,39993.46875,29994.375,9897.296875,40174.75,29995.98046875,,,,,,
1733461991.1381204,,,,,,,9861.8828125,40021.125,30003.9140625,9863.078125,40013.78125,29994.6328125
1733461991.162661,8443.3046875,39829.046875,30028.08984375,9325.796875,39460.125,30040.078125,20454.34375,47382.03125,27416.21484375,9646.328125,39761.515625,30036.22265625
1733461991.1896923,8163.71875,40761.265625,30030.3515625,11708.359375,42882.234375,29153.42578125,38389.421875,19625.859375,34058.625,10020.203125,41299.65625,29693.42578125
1733461991.216713,13415.2890625,38214.140625,30175.453125,,,,,,,,,
1733461991.2282152,,,,11221.46875,35473.71875,30419.3671875,-25132.7890625,60976.6875,30077.6953125,12789.8125,37683.390625,30292.76953125
1733461991.250241,5067.9296875,41922.765625,30061.60546875,8501.828125,45234.125,30537.48046875,-5108.8671875,26425.796875,30568.96875,7211.7578125,42075.375,29881.4765625
1733461991.282193,10283.3828125,38215.640625,29883.78515625,35616.34375,26710.203125,33344.47265625,30081.8359375,43407.953125,29324.05078125,7613.875,39084.375,30009.45703125
1733461991.3073914,9127.3046875,41271.328125,29778.15234375,-22434.2421875,61920.96875,27006.01171875,17451.2265625,40939.453125,27839.9296875,,,
1733461991.3249092,,,,,,,,,,10392.8125,40237.453125,30131.23828125
1733461991.351961,12346.046875,40702.15625,29884.74609375,3347.21875,23296.953125,30343.5234375,-27712.578125,49115.609375,30633.80859375,15232.984375,39224.234375,30033.87890625
1733461991.3750017,13552.65625,38210.140625,30106.3828125,9229.8671875,46379.203125,29252.16796875,683.0078125,29955.796875,30038.671875,11318.7578125,40893.78125,29905.2890625
1733461991.4080226,5888.546875,41091.71875,30199.16015625,17243.1484375,37751.390625,30050.859375,24892.9140625,44779.8125,27637.34765625,6642.3671875,39518.953125,30182.1328125
1733461991.4297445,7605.671875,40447.875,29721.4921875,16124.0078125,40768.546875,,,,,,,
1733461991.4451535,,,,,,30210.43359375,21648.765625,36072.125,31691.40234375,8384.640625,40404.28125,29920.6171875
1733461991.472073,9208.1171875,38148.96875,30208.83984375,10287.1796875,41812.703125,28932.92578125,26204.96875,43546.890625,31655.12109375,8208.6953125,39817.609375,29656.3125
1733461991.5010715,9508.84375,41899.40625,30116.61328125,30722.1484375,33144.609375,33524.44921875,22709.5,36494.78125,29044.4765625,8286.1796875,40141.890625,30205.5703125
1733461991.524586,11759.1484375,38995.453125,29775.90234375,-12506.796875,53682.015625,27411.8671875,-867.5,43776.734375,29999.296875,11599.609375,39644.453125,30035.09765625
1733461991.5594509,9678.953125,40776.640625,29973.0,3976.75,30482.234375,30061.8515625,-2232.96875,38624.421875,29704.5234375,12923.640625,40058.609375,29991.1640625
1733461991.5899684,13459.5859375,38450.734375,30114.83203125,15181.5859375,37077.0,32100.46875,-27333.9921875,35428.125,28813.171875,11005.6796875,40320.546875,29997.08203125
1733461991.6175086,9914.3125,41335.546875,29914.32421875,5766.4140625,46901.796875,27847.3125,-13218.640625,48070.75,33038.859375,10187.875,39753.4375,29986.93359375
1733461991.6500242,8020.2578125,39761.109375,29846.9765625,11728.28125,36497.390625,30098.3203125,77184.5546875,,,,,
1733461991.6621585,,,,,,,,24593.5,28925.015625,8681.03125,40228.859375,29988.05859375
1733461991.6842234,9244.1171875,41645.96875,29504.0625,21461.2890625,40756.5,31660.76953125,9060.9765625,58759.328125,27680.8828125,10929.2265625,39577.359375,30099.08203125
1733461991.7072587,15222.578125,36306.9375,30618.55078125,13755.9296875,33761.578125,26620.7109375,-5678.1875,33226.9375,31842.9609375,10385.359375,40284.828125,29942.0859375
1733461991.7488134,6769.1875,43008.421875,30080.54296875,-5554.1796875,48332.578125,31932.9609375,11313.0859375,36813.59375,30291.12890625,9188.5,40114.71875,30030.234375
1733461991.7728302,9878.3125,38494.21875,30010.1953125,10902.5078125,35399.546875,29852.0625,28594.9140625,,,,,
1733461991.7853394,,,,,,,,43676.28125,31055.14453125,11223.71875,39483.453125,30003.5390625
1733461991.8114347,6942.8125,40984.046875,29852.12109375,9003.3671875,43129.96875,29901.8671875,42888.7421875,37021.234375,29772.26953125,6369.7421875,41079.796875,29869.4296875
1733461991.8344276,7972.9375,39754.109375,29757.33984375,13477.7265625,38656.78125,30752.05078125,9384.578125,44154.3125,29049.84375,8690.59375,39233.59375,30117.3515625
1733461991.8667884,13920.109375,40430.15625,30026.49609375,25599.3203125,,,,,,,,
1733461991.8792984,,,,,43952.28125,25435.81640625,-35129.1875,37519.390625,28793.98828125,12459.25,39791.921875,30056.30859375
1733461991.90533,14820.6015625,37349.171875,30553.20703125,3082.5859375,34864.96875,32580.7734375,-5435.9140625,42560.28125,29524.08984375,12176.8046875,39323.5625,30222.15234375
1733461991.9327397,3875.875,43575.625,29924.09765625,-2887.3203125,44265.515625,32111.75390625,27784.84375,32947.046875,29502.28125,8316.71875,41589.609375,29836.359375
1733461991.9597783,9999.90625,37267.828125,30129.64453125,17238.8359375,31515.921875,29718.375,14799.5546875,36125.09375,34975.51171875,9243.3203125,39755.703125,29794.23046875
1733461991.983677,12557.5703125,40780.3125,29805.15234375,-630.96875,48252.96875,,,,,,,
1733461991.9991958,,,,,,29192.70703125,-24051.4765625,57079.4375,27353.71875,13022.640625,42284.71875,31109.671875
1733461992.026097,9237.109375,41631.078125,29905.25390625,15391.046875,37648.625,29534.56640625,15763.09375,28868.53125,29539.98046875,31698.578125,29446.28125,28783.60546875
1733461992.0558262,12625.65625,36669.015625,30077.8828125,9907.9609375,41080.484375,30460.25390625,25481.875,42150.6875,30158.23828125,1853.96875,53497.640625,28350.12890625
1733461992.084454,3913.5625,43439.046875,30054.10546875,14445.71875,37337.65625,30230.42578125,20525.5234375,44714.609375,31497.92578125,12050.125,31635.421875,31801.51171875
1733461992.1118927,11871.3203125,38221.4375,30008.2265625,10438.2109375,42724.0,30227.21484375,60124.6796875,26561.984375,28139.4375,2459.734375,44595.125,31119.5859375
1733461992.1459858,15450.484375,40373.890625,29851.44140625,11029.5390625,37260.953125,30175.55859375,-20227.90625,60422.375,29253.0,2176.515625,37687.34375,28808.109375
1733461992.1843357,7834.5859375,40419.5,30021.0,10029.203125,43716.609375,28994.23828125,-16735.71875,29160.265625,30906.328125,-8309.6328125,37044.265625,31745.66015625
1733461992.2018518,8524.4921875,,,,,,,,,,,
1733461992.2143633,,38986.0625,30111.0703125,11910.9296875,35964.390625,30278.765625,6157.421875,37860.609375,30229.5234375,-9070.0390625,45982.90625,28185.59765625
1733461992.2421122,6348.1796875,40488.671875,29882.26171875,4164.5078125,42565.296875,30667.5,9665.2890625,43830.53125,30062.30859375,24569.5703125,39850.828125,27984.26953125
1733461992.270136,10247.4296875,41490.671875,29704.921875,16886.59375,36535.453125,30793.9921875,17448.25,39119.90625,30107.00390625,23124.6484375,36048.46875,31113.29296875
1733461992.292655,17178.8125,36488.21875,30247.37109375,5640.765625,45407.90625,28882.921875,18645.296875,39289.75,29786.58984375,8483.5234375,43321.328125,31082.3671875
1733461992.3265982,4376.8046875,,,,,,,,,,,
