Timestamp,Ch0_Alpha,Ch0_Beta,Ch0_Gamma,Ch1_Alpha,Ch1_Beta,Ch1_Gamma,Ch2_Alpha,Ch2_Beta,Ch2_Gamma,Ch3_Alpha,Ch3_Beta,Ch3_Gamma
1733461995.7765684,10301.7578125,39882.421875,29969.71875,9906.6953125,40117.78125,29988.31640625,9991.375,39987.546875,30003.99609375,10003.9140625,39998.15625,30001.44140625
1733461995.8081203,9919.6796875,40028.421875,29980.359375,9762.90625,40012.625,30034.34765625,9998.453125,39996.5625,30004.53515625,9989.5234375,39995.578125,30003.43359375
1733461995.8306422,9818.828125,40067.5,29975.23828125,9921.1328125,39931.25,30041.37890625,9971.640625,40008.71875,29996.02734375,9971.921875,40011.140625,29996.91796875
1733461995.856059,10151.3828125,39906.09375,29992.25390625,10090.09375,,,,,,,,
1733461995.870057,,,,,39933.421875,30018.5390625,9965.3359375,39993.328125,29996.37890625,10005.2265625,39985.65625,29994.69140625
1733461995.8923695,10008.296875,40035.234375,30031.1953125,10110.0625,40060.25,29979.1875,9934.0703125,39990.734375,30001.69921875,10015.4453125,39993.796875,30003.3515625
1733461995.9255383,9749.78125,40012.5,30059.1328125,9819.390625,39977.875,29937.2578125,9886.0,40011.578125,29997.1171875,9960.296875,40017.140625,29994.4921875
1733461995.9534824,10223.5,39867.890625,30009.76171875,9752.2890625,40053.609375,30003.609375,9966.7890625,39991.171875,29997.1875,9990.109375,39985.3125,30008.3203125
1733461995.9860582,10011.5078125,40247.90625,29912.26171875,10334.1953125,39924.84375,30030.6328125,10029.53125,40006.0,29997.97265625,10020.8359375,40012.59375,29983.734375
1733461996.0101051,10126.2578125,39799.375,29977.3359375,10133.3828125,40003.546875,30065.9296875,10017.7421875,39976.109375,30012.5390625,,,
1733461996.021073,,,,,,,,,,10021.46875,39978.96875,30015.66796875
1733461996.044802,9901.8203125,40067.25,30013.734375,9734.359375,40128.1875,30002.35546875,9941.921875,40020.5625,29999.296875,9973.984375,40010.46875,30003.31640625
1733461996.0723197,9818.3828125,40019.671875,30019.7109375,10277.640625,39818.59375,29971.11328125,9982.703125,39981.625,29994.38671875,9995.59375,39999.53125,
1733461996.0888522,,,,,,,,,,,,29982.78515625
1733461996.1023602,10102.5625,39934.984375,30030.375,9850.2578125,40160.609375,29942.6015625,9929.4765625,40004.28125,29992.25390625,9987.6015625,39995.0,
1733461996.1178749,,,,,,,,,,,,30007.6875
1733461996.1303933,9748.1875,40030.734375,,,,,,,,,,
1733461996.1466346,,,30038.47265625,10224.484375,39900.53125,29954.16796875,9895.9375,39992.484375,30002.1328125,10009.140625,39991.09375,29997.5390625
1733461996.1690924,10080.90625,40070.984375,29956.08984375,9870.6953125,39956.09375,30037.59375,9867.4140625,39994.1875,30011.7421875,9989.125,40005.53125,30008.42578125
1733461996.1916528,10289.5,39874.03125,,,,,,,,,,
1733461996.207131,,,29935.7109375,9414.953125,40177.84375,30061.1953125,9841.7734375,40004.71875,29989.04296875,9932.640625,40004.078125,29987.26171875
1733461996.2311256,9985.703125,40129.703125,29992.32421875,10126.7734375,39859.390625,30022.16015625,10050.3203125,40035.796875,29992.30078125,10025.96875,39996.734375,30003.12890625
1733461996.2637517,9976.421875,39858.046875,30030.5859375,10437.6953125,39980.265625,29988.80859375,10374.484375,39922.796875,30010.55859375,10071.5546875,39977.609375,30002.73046875
1733461996.2917814,9720.8125,40116.140625,30032.02734375,10128.015625,40049.28125,29952.87890625,10270.328125,40057.84375,29994.0,9982.6796875,40032.96875,29993.0625
1733461996.3147986,10158.6953125,39967.5,30031.2890625,9870.5078125,39998.75,29946.36328125,10162.5625,39988.46875,29996.296875,10026.1796875,39976.03125,30002.87109375
1733461996.3477156,10269.8125,39957.84375,29976.45703125,9931.6328125,40034.140625,29980.546875,10044.7421875,40034.453125,29988.99609375,10002.1796875,40045.9375,29977.08984375
1733461996.37775,9710.5,40011.890625,29984.56640625,9898.7734375,39887.796875,30092.63671875,9962.96875,39911.765625,30019.65234375,10003.703125,39903.921875,30019.1484375
1733461996.4112155,9915.9296875,40048.640625,29954.37890625,,,,,,,,,
1733461996.4227173,,,,9983.2421875,40150.25,30040.88671875,9891.6953125,40075.0625,29998.21875,9935.9453125,40085.71875,30011.625
1733461996.4527388,10182.53125,39888.625,30003.9140625,10221.3203125,39850.53125,29989.1484375,10002.6953125,39952.8125,29997.046875,10038.71875,39960.203125,29989.4296875
1733461996.4747577,9894.671875,40161.421875,30027.84375,9924.6953125,40101.796875,29967.5390625,9940.0234375,40035.71875,29996.28515625,10005.8359375,40015.609375,29994.29296875
1733461996.5157845,10111.796875,39895.609375,30035.4609375,9886.4921875,39952.484375,29943.90234375,9962.7109375,39980.515625,29998.79296875,9993.296875,39988.140625,29998.5234375
1733461996.5433104,9954.25,40032.703125,30005.765625,9992.875,40076.046875,29981.77734375,9962.875,40008.75,29993.23828125,9985.46875,40008.5625,30001.04296875
1733461996.57305,9909.2734375,39975.578125,29991.26953125,10166.359375,39860.578125,30064.359375,9972.2265625,39998.859375,30001.875,9988.4921875,40001.234375,29999.5078125
1733461996.601083,10146.2734375,39973.875,29953.55859375,9986.640625,40100.296875,30032.90625,10017.0859375,39982.625,30004.34765625,10028.5,39984.578125,30002.68359375
1733461996.6235461,10003.515625,40071.015625,29972.390625,9969.015625,39990.890625,29990.5546875,9975.8359375,40009.59375,30002.0859375,9985.796875,40014.71875,29994.5859375
1733461996.6605928,9899.5234375,39917.890625,30025.359375,9976.9140625,39940.296875,29988.71484375,9983.5703125,39993.234375,30000.01171875,9984.5546875,39991.296875,30004.44140625
1733461996.689657,10005.390625,40018.796875,30040.640625,9861.0390625,40117.40625,29966.61328125,9990.1328125,40007.296875,29995.69921875,9997.65625,40001.21875,29997.01171875
1733461996.7176769,9838.0234375,40075.859375,30023.765625,10139.0546875,39871.296875,29971.7578125,9999.015625,39999.59375,30002.14453125,9989.1953125,,
1733461996.7331853,,,,,,,,,,,39995.359375,30001.11328125
1733461996.7456946,10179.5546875,39949.125,29968.8515625,9953.359375,40068.921875,30006.29296875,,,,,,
1733461996.7577004,,,,,,,10004.6171875,40000.609375,29995.08984375,10014.4140625,40001.34375,29995.20703125
1733461996.7797277,10156.9140625,39933.6875,29968.06640625,9834.8125,39967.203125,30051.03515625,10002.859375,39984.984375,30003.234375,9999.578125,39981.9375,30006.3515625
1733461996.8156574,9765.2734375,40154.140625,29959.6640625,10056.6484375,40039.5,30007.72265625,9968.7578125,40033.421875,29990.953125,9974.9921875,40033.125,29991.1640625
1733461996.839743,10202.40625,39849.515625,30032.54296875,10071.5078125,39895.5,29993.7421875,10030.9375,39959.5625,30000.7734375,10028.828125,39965.890625,30001.265625
1733461996.8772533,9869.265625,40038.609375,30020.87109375,10124.0546875,40162.921875,29981.89453125,10000.796875,40023.234375,29996.7890625,10004.9453125,40022.484375,29995.1484375
1733461996.9002488,9874.328125,40048.015625,30041.75390625,10063.65625,39815.296875,29966.1796875,9988.46875,39978.84375,30005.3671875,9981.34375,39984.546875,30003.9609375
1733461996.932153,10020.34375,39867.0,30010.078125,9651.9296875,40193.390625,29988.05859375,9972.3671875,40020.953125,29993.765625,9978.34375,40007.875,29992.98046875
1733461996.9637039,9949.9140625,40184.921875,29941.125,10103.734375,39866.921875,30022.23046875,10001.0546875,39999.953125,29996.3203125,9996.0390625,40009.21875,30001.32421875
1733461996.9954288,10235.59375,39835.859375,29956.5703125,10253.7578125,39990.265625,30044.6953125,10049.8984375,39965.921875,30011.53125,,,
1733461997.0089548,,,,,,,,,,10056.296875,39959.796875,30004.23046875
1733461997.0353358,9888.0859375,40129.84375,29989.81640625,9756.6015625,40030.203125,30017.23828125,9957.4140625,40026.734375,29997.28125,9952.28125,40034.375,30004.13671875
1733461997.0591838,9898.3984375,39938.59375,30040.60546875,9888.2734375,40065.4375,29970.75,9990.53125,39990.75,30001.37109375,9993.25,39982.734375,29995.08984375
1733461997.0967069,10307.7578125,39993.0,30062.21484375,10237.890625,39941.859375,29955.515625,10027.1171875,40003.421875,30001.828125,10028.9921875,40005.390625,30001.18359375
1733461997.1261115,10037.7578125,39974.421875,30020.02734375,10068.0859375,40012.40625,29983.640625,10005.3203125,39987.671875,29999.25,10002.765625,39994.40625,30002.71875
1733461997.1545806,9833.6875,40108.1875,29930.15625,9939.1328125,40004.4375,30008.98828125,9994.703125,40026.90625,29981.6953125,9987.2265625,40026.953125,29980.921875
1733461997.1839428,9835.140625,39892.46875,29939.203125,9927.671875,39925.03125,30062.73046875,9980.3125,39962.328125,30010.55859375,9992.5234375,39951.109375,30010.98046875
1733461997.2060556,9831.6484375,40041.015625,30000.52734375,9891.109375,40116.40625,30000.83203125,9971.3125,40021.125,30000.03515625,9963.625,40038.359375,29999.66015625
1733461997.2413514,10317.0859375,39946.890625,30032.00390625,10104.34375,39891.328125,29989.640625,10037.4296875,39987.078125,29999.98828125,10039.8203125,39970.203125,29997.03515625
1733461997.277287,9941.8984375,40053.765625,30048.0234375,9879.109375,40026.09375,29970.15234375,9992.0546875,40005.140625,29998.98046875,9994.9140625,40006.125,30003.99609375
1733461997.3053532,9884.0546875,40000.640625,30029.91796875,10076.40625,39991.25,29974.13671875,9981.015625,39990.078125,30000.4921875,9975.15625,40003.75,30001.78125
1733461997.3277931,9980.6875,39997.4375,,,,,,,,,,
1733461997.3387861,,,29976.703125,10054.0,40025.125,30018.19921875,10002.1328125,40010.296875,30000.83203125,10005.9765625,40003.1875,29996.6015625
1733461997.3604891,10315.703125,39962.6875,29946.3515625,10219.984375,39921.046875,30042.2109375,10037.5,39997.65625,29991.421875,10034.6640625,39991.625,30000.3984375
1733461997.3995674,9866.8515625,40047.734375,29950.25390625,9708.0625,40154.171875,30003.1171875,9965.546875,40004.765625,30001.30078125,9967.421875,40008.9375,29990.109375
1733461997.429596,9878.9921875,39961.09375,30037.46484375,10020.953125,39916.0625,30002.05078125,10008.25,39980.078125,30002.1796875,10005.15625,39984.203125,30005.8828125
1733461997.4554248,10246.9140625,40043.3125,30037.6875,10073.171875,39989.609375,29969.203125,10002.9765625,40022.1875,30008.61328125,10009.1875,40011.109375,30001.39453125
1733461997.4853384,10114.3984375,39888.421875,30016.48828125,9831.390625,40082.328125,29955.46875,9999.71875,39979.765625,29984.23828125,10001.546875,39990.46875,29994.796875
1733461997.5175085,9244.4453125,40235.8125,30017.6953125,10188.4609375,39892.34375,30002.33203125,9965.546875,40016.375,30002.87109375,9960.4609375,40017.640625,30002.89453125
1733461997.5455282,10050.109375,39726.96875,29972.53125,10099.7265625,,,,,,,,
1733461997.557039,,,,,40003.25,30021.55078125,10015.75,39974.734375,29998.9921875,10017.8359375,39969.265625,29999.8828125
1733461997.5790741,10316.40625,40105.09375,29939.578125,9855.1796875,40103.03125,30024.5390625,10001.078125,40023.125,29998.4296875,9997.5859375,40028.921875,29992.265625
1733461997.6193602,10408.4921875,40095.421875,29979.69140625,9845.5234375,39853.9375,30028.921875,10022.3828125,39989.875,30000.83203125,10021.1640625,39980.703125,30007.13671875
1733461997.6423757,10308.34375,39882.1875,30041.98828125,9821.5,40213.390625,29977.18359375,9997.3046875,40013.46875,30000.703125,10004.5,40012.234375,29998.59375
1733461997.6800888,9179.1953125,40064.109375,30076.359375,10381.890625,39748.890625,29978.390625,9974.03125,39974.578125,30004.44140625,9971.125,39984.71875,30001.6171875
1733461997.7046201,9856.1640625,39925.625,30022.27734375,10227.5078125,40024.5625,29982.6328125,10005.953125,40000.46875,29996.109375,10006.234375,40000.796875,29996.90625
1733461997.7376235,10295.265625,39999.015625,29955.234375,9590.21875,40150.484375,30006.59765625,9989.21875,40010.375,29999.30859375,9992.359375,40001.1875,30001.98046875
1733461997.764672,10076.453125,40147.296875,29894.77734375,10033.9609375,39894.453125,30031.96875,10009.0,39999.84375,29990.3671875,9996.625,40002.328125,29995.96875
1733461997.7975955,9887.4765625,39874.03125,29977.0546875,9972.109375,39997.375,30022.7578125,9987.7890625,39998.59375,29999.44921875,9996.578125,39996.5,29990.6484375
1733461997.8268356,10469.7109375,39987.25,30090.9609375,9340.3515625,40202.671875,29923.921875,9977.3828125,40016.109375,29996.2734375,9969.9765625,40012.859375,29997.66796875
1733461997.8547995,9945.953125,39915.296875,30026.953125,10954.1171875,,,,,,,,
1733461997.8667977,,,,,39694.84375,30038.98828125,10068.578125,39959.875,30008.953125,10077.390625,39960.046875,30014.89453125
1733461997.893697,9174.6484375,40252.953125,30009.83203125,10677.6484375,40073.8125,29971.1484375,9981.2734375,40029.90625,29995.51171875,9979.9609375,40032.6875,29993.53125
1733461997.9225764,9973.09375,39769.6875,29976.78515625,9567.2734375,40237.3125,30052.69921875,9985.609375,39993.3125,30004.453125,9987.203125,39990.34375,30004.13671875
1733461997.9461374,9751.796875,40269.296875,29931.703125,10509.953125,39387.625,30038.75390625,10005.390625,39969.453125,30004.96875,10006.4921875,39977.140625,30002.53125
1733461997.9836166,11232.1328125,39648.453125,30004.0078125,8194.7734375,40790.578125,29941.40625,9947.1953125,40049.359375,29981.5078125,9949.2109375,40044.203125,29985.0703125
1733461998.0130105,10335.4609375,40227.984375,29971.01953125,9446.2890625,39625.171875,30006.19921875,10001.21875,39967.828125,30002.1796875,9989.3125,39981.171875,29999.87109375
1733461998.0360515,9457.5390625,39931.046875,,,,,,,,,,
1733461998.0480375,,,30084.1640625,11049.6953125,39898.71875,29986.32421875,10023.4375,39995.078125,30003.1640625,10025.5234375,39983.265625,30001.23046875
1733461998.073376,9424.2578125,40058.53125,30039.59765625,10693.609375,40159.015625,29952.59765625,10000.1640625,40021.1875,29996.8828125,10011.1328125,40016.359375,30000.140625
1733461998.0963924,10080.8359375,39924.765625,,,,,,,,,,
1733461998.1083972,,,30005.5078125,9829.09375,40056.015625,29980.69921875,10003.140625,39987.078125,30004.55859375,9999.4375,40001.71875,29994.26953125
1733461998.134919,10298.875,39957.53125,29953.875,9997.09375,39926.875,30005.23828125,10022.4296875,39998.515625,29992.0546875,10014.8125,39995.625,29999.6953125
1733461998.1629577,9865.234375,40085.21875,29941.25390625,10028.3828125,39884.75,30073.8515625,9985.9609375,40000.546875,30000.17578125,9995.453125,39986.609375,30003.10546875
1733461998.1910381,9769.046875,40017.078125,29993.4609375,9875.5,40143.484375,30016.25390625,9979.8203125,40001.546875,30005.109375,9974.40625,40011.703125,30001.95703125
1733461998.2275183,10189.890625,39810.515625,30046.67578125,9980.3828125,39906.921875,29966.6484375,10006.609375,39990.390625,29996.015625,10001.0078125,39991.09375,29998.1015625
1733461998.2596743,9996.296875,40267.15625,30048.73828125,9875.6640625,40101.953125,29978.91796875,9989.9453125,40014.125,30001.83984375,10005.8828125,40003.109375,29997.0234375
1733461998.2835977,10406.6875,39869.40625,30000.9140625,10045.6328125,39933.078125,29973.90234375,10026.296875,39993.9375,29996.96484375,10018.0,,
1733461998.2991061,,,,,,,,,,,40012.390625,30000.46875
1733461998.3261292,9899.7578125,40023.609375,29947.20703125,10022.9453125,39990.15625,29998.93359375,9990.34375,39989.640625,29992.03125,9986.3125,39987.484375,29986.60546875
1733461998.3493412,9596.2890625,40001.359375,29976.7734375,9895.28125,39991.796875,30053.75390625,9970.515625,40002.484375,30008.1328125,9974.1953125,39986.109375,30015.7265625
1733461998.376865,9916.7265625,39884.6875,29986.67578125,9926.03125,40008.6875,30018.8671875,9998.5703125,39988.453125,29999.23828125,10001.5,40000.421875,29993.12109375
1733461998.4086273,10087.046875,40168.96875,29998.55859375,10190.5234375,40012.90625,29998.79296875,10018.4453125,40016.546875,30002.61328125,10010.5703125,40022.421875,29999.94140625
1733461998.4446585,10089.390625,39893.609375,30053.96484375,10007.453125,40006.0,29960.09765625,9999.484375,39999.78125,29997.2578125,10011.2734375,39982.5625,30008.7421875
1733461998.4726005,10298.96875,40036.90625,30043.5703125,9996.8828125,39996.515625,29964.10546875,10007.6875,39993.453125,29996.00390625,10005.109375,40006.921875,29994.92578125
1733461998.499644,10057.046875,40056.09375,,,,,,,,,,
1733461998.5111623,,,29968.828125,9886.84375,40058.5625,29988.7734375,9962.8984375,40012.5625,29998.7109375,9960.9765625,40018.390625,29991.50390625
1733461998.5341778,9908.6640625,39905.734375,29973.66796875,10154.078125,39887.0625,30025.59375,10049.921875,39973.046875,30002.77734375,10047.34375,39962.515625,30005.63671875
1733461998.5681357,9812.9921875,40032.046875,29952.0,9823.984375,40056.75,30030.57421875,9993.2734375,39994.03125,30002.30859375,9995.921875,39998.296875,29991.28125
1733461998.593154,9921.90625,40029.390625,29989.8984375,9969.90625,40033.890625,29996.6484375,9933.5078125,40040.125,29994.36328125,9932.265625,40037.640625,
1733461998.6046653,,,,,,,,,,,,30002.6484375
1733461998.6191812,10119.71875,39884.515625,,,,,,,,,,
1733461998.6322637,,,30073.46484375,10202.9453125,39841.9375,30002.953125,10039.6328125,39950.9375,30011.8359375,10036.703125,39955.21875,30005.70703125
1733461998.6587796,9636.015625,39989.625,30087.90234375,9931.796875,40079.453125,30023.89453125,9995.6875,39929.46875,30039.0,9987.390625,39924.140625,30041.15625
1733461998.6833355,9657.625,40181.40625,29943.3515625,10022.359375,40153.109375,29904.6796875,9881.6171875,40205.203125,29941.67578125,9889.375,40206.765625,29939.80078125
1733461998.720232,10539.0625,39860.203125,29959.11328125,10155.484375,39798.953125,30020.05078125,10244.359375,39804.859375,29999.390625,10263.4609375,39795.84375,30002.82421875
1733461998.749633,10541.828125,40025.59375,29949.50390625,9705.6953125,40140.84375,30031.08984375,9877.375,40124.796875,29996.96484375,9857.4765625,40142.609375,30003.17578125
1733461998.7756474,9955.5625,40042.984375,29997.38671875,9951.296875,39856.03125,30036.8671875,9961.609375,39929.96875,30013.39453125,9966.578125,39921.046875,30008.4375
1733461998.8056936,9773.2890625,39983.375,30014.28515625,9930.7421875,40131.421875,29966.89453125,10021.7734375,40021.234375,29990.26171875,10015.796875,,
1733461998.8166814,,,,,,,,,,,40023.5625,29995.30078125
1733461998.8381295,9850.8671875,39973.328125,30036.78515625,10198.328125,39912.25,29997.09375,10017.7890625,40009.71875,30002.2265625,10018.9375,40000.65625,30001.1484375
1733461998.866581,9732.4140625,40006.984375,30024.515625,10180.4921875,40043.078125,29985.5625,,,,,,
1733461998.8801858,,,,,,,9992.21875,39989.03125,30000.796875,9999.0625,39991.34375,30003.43359375
1733461998.8978224,9878.3359375,40052.96875,29978.14453125,9990.90625,39992.4375,29993.21484375,9986.5234375,40001.875,29996.94140625,9980.0546875,,
1733461998.9130037,,,,,,,,,,,40009.6875,29996.2734375
1733461998.9255135,10138.9140625,,,,,,,,,,,
1733461998.941022,,39909.09375,29980.51171875,9908.640625,39985.875,30020.4375,9997.8203125,39999.21875,29997.22265625,9998.1484375,39984.640625,29991.73828125
1733461998.9640417,10229.9453125,40086.859375,29968.1484375,10024.09375,39976.5625,30014.82421875,10013.921875,39998.5625,29997.5859375,10018.9140625,40004.640625,30010.21875
1733461999.002573,10191.625,39865.390625,30006.84375,9760.421875,40063.375,29987.73046875,9995.6640625,39997.6875,30002.87109375,9992.1015625,39997.203125,29989.69921875
1733461999.0305915,9698.3828125,40194.140625,30021.92578125,10000.1875,39933.796875,30010.3828125,9976.328125,40006.265625,29999.2734375,9978.71875,40008.796875,30005.953125
1733461999.0536518,10077.4140625,39819.40625,30043.51171875,10162.609375,40039.90625,29958.46875,10014.1328125,39987.25,30002.54296875,10011.71875,39989.75,29997.046875
1733461999.0867014,10129.0703125,40086.890625,30020.21484375,9966.5078125,40013.96875,29983.51171875,10007.0546875,40004.234375,29992.6171875,10012.1171875,40003.34375,29998.18359375
1733461999.1095786,10283.5,39977.09375,29945.390625,9873.578125,39949.09375,30034.4296875,10010.828125,39992.75,,,,
1733461999.1202924,,,,,,,,,30002.953125,9998.3125,39999.125,30000.41015625
1733461999.149592,9722.078125,39947.34375,29953.69921875,10202.5234375,40061.546875,30002.8125,9988.8671875,40002.125,29996.6953125,10000.1875,39996.53125,29990.53125
1733461999.177611,9381.90625,40194.3125,29955.0234375,10135.796875,39892.4375,30030.515625,9971.734375,40004.734375,30000.890625,9973.3984375,40005.734375,
1733461999.1906123,,,,,,,,,,,,29999.578125
1733461999.216163,10159.703125,39768.6875,30059.87109375,9854.6171875,40133.796875,30005.4375,9998.359375,39997.328125,30004.01953125,9992.8046875,39995.5625,30007.1953125
1733461999.2461505,10179.6953125,40019.15625,30098.0859375,9672.390625,39941.609375,29953.04296875,9983.3828125,39991.0625,29998.0546875,9982.1875,39987.359375,29999.4375
1733461999.2691748,9824.921875,40299.6875,30021.0,10362.5546875,39845.25,29906.51953125,10005.8359375,40003.203125,30001.01953125,10014.53125,40012.109375,29997.0703125
1733461999.3051627,12361.5625,39651.265625,29936.765625,8817.1796875,40248.09375,30063.984375,10087.1171875,39988.125,29994.234375,10082.2890625,39995.875,30001.6640625
1733461999.328083,9861.390625,39876.34375,29919.46875,10496.0546875,39951.140625,30068.21484375,10016.734375,39997.34375,30002.3671875,10018.9140625,39989.859375,29998.44140625
1733461999.3635373,6739.328125,40886.53125,29943.75,11314.5859375,39607.015625,30063.4453125,9874.7265625,40032.765625,29995.69921875,9866.2421875,40026.421875,29997.41015625
1733461999.3892133,11386.0703125,38987.6875,30042.45703125,9058.9609375,40711.59375,29927.75390625,10032.34375,39990.484375,,,,
1733461999.4007237,,,,,,,,,29992.34765625,10031.4765625,39984.0625,29999.44921875
1733461999.4227588,10910.734375,40068.421875,30092.34375,10378.8671875,39410.71875,29976.5390625,10082.1484375,39966.546875,29999.53125,10088.6171875,39962.078125,30004.125
1733461999.4561822,7904.359375,40752.859375,30024.59765625,10376.921875,40162.390625,29954.66015625,9881.6640625,40051.390625,30008.09765625,9881.125,40058.953125,29999.12109375
1733461999.4870257,9193.46875,39357.328125,30003.33984375,9860.734375,40106.90625,30014.484375,9940.4921875,39957.375,29997.64453125,9939.8828125,39959.28125,29998.828125
1733461999.5146601,10515.4140625,40199.921875,29930.3203125,9862.2578125,39898.46875,30024.1875,10022.1484375,40010.796875,29997.1640625,10031.96875,40008.03125,29997.45703125
1733461999.5446014,11349.71875,39896.546875,29945.7890625,9816.9765625,40068.484375,30022.8046875,10076.96875,39990.53125,29996.484375,10067.1484375,40005.59375,29993.8828125
1733461999.5781305,10662.625,40136.109375,30005.98828125,9834.7890625,39915.34375,30013.7109375,10034.078125,40002.15625,30004.6171875,10029.6484375,39993.96875,30008.2265625
1733461999.6040614,10039.0703125,40054.765625,30050.4375,9787.0703125,40089.984375,29980.11328125,9984.1796875,40013.421875,30003.28125,9991.6796875,,
1733461999.6205812,,,,,,,,,,,40008.25,29997.890625
1733461999.635119,10135.0,39764.5,30055.69921875,9878.3359375,39982.765625,29960.94140625,9996.1796875,,,,,
1733461999.6505716,,,,,,,,39982.296875,29993.296875,9989.6171875,39981.921875,30002.1796875
1733461999.6735756,9804.7421875,40119.421875,29988.59765625,10240.3984375,39956.171875,29983.1953125,10009.0234375,39998.859375,30005.4375,10012.6328125,39998.8125,29992.03125
1733461999.7015965,9331.9140625,40085.796875,29955.01171875,10178.2421875,40023.90625,30017.203125,9952.8203125,40015.890625,29990.28515625,9958.0234375,40018.671875,30005.109375
1733461999.7401526,9977.0078125,39919.109375,29946.12890625,9993.953125,39967.671875,30054.03515625,10005.8359375,39976.53125,30006.50390625,10002.859375,39983.203125,29995.96875
1733461999.7631633,10289.6640625,39868.859375,30008.21484375,9933.4140625,40062.625,29996.19140625,10017.7421875,40002.21875,30000.45703125,10009.7265625,40000.28125,29996.296875
1733461999.7951102,9590.03125,40235.1875,29998.6171875,10294.3515625,39941.765625,29997.03515625,9987.7890625,40020.609375,29994.19921875,9990.953125,40008.40625,29999.40234375
1733461999.8186202,9969.90625,39954.078125,30058.5703125,9892.9140625,40007.40625,29963.5546875,9991.6796875,39992.90625,29999.14453125,9993.578125,39994.046875,30003.45703125
1733461999.8471942,10393.1640625,39828.34375,30042.4453125,9691.75,40102.125,29964.66796875,10001.359375,39992.890625,30003.6328125,,,
1733461999.858027,,,,,,,,,,10001.78125,39999.6875,29995.11328125
1733461999.8855228,10064.0546875,40264.375,29963.37890625,9894.3671875,39777.484375,30034.72265625,9992.734375,40002.3125,29993.8125,9997.8203125,39994.796875,30003.59765625
1733461999.9099712,10424.8515625,39686.0,29978.296875,9828.2265625,40167.34375,30033.66796875,10014.7421875,39983.09375,30010.78125,10008.5078125,39996.875,30003.328125
1733461999.9527035,9873.5078125,40177.28125,29976.0703125,10218.203125,39970.84375,29990.6015625,10004.359375,40013.109375,29989.734375,10005.3671875,40008.578125,29989.4296875
1733461999.9807272,9320.453125,40052.5,29998.4765625,10402.421875,39970.796875,29991.84375,9987.0390625,39992.28125,30000.796875,9984.5078125,40001.34375,30000.328125
1733462000.004469,9567.3203125,39872.765625,30016.7578125,10310.359375,40030.875,29991.328125,9990.6484375,40005.625,29998.53515625,9996.390625,39990.890625,30004.08984375
1733462000.04301,9784.7265625,40064.6875,30008.71875,10003.1640625,39992.609375,29991.52734375,9982.84375,40002.1875,30000.3046875,9980.125,40005.703125,29995.32421875
1733462000.073979,10296.109375,39985.34375,30021.80859375,9679.09375,40022.71875,29980.83984375,9995.9921875,39991.328125,29997.97265625,9998.1953125,39995.34375,29997.515625
1733462000.0960126,10447.0234375,39989.90625,29974.20703125,9772.046875,39948.703125,30005.2734375,,,,,,
1733462000.1075218,,,,,,,10012.7734375,40001.375,29999.15625,10005.7890625,40001.0,29999.9765625
1733462000.1309228,10318.75,40021.03125,29954.6953125,9818.875,40010.578125,30023.765625,10008.2265625,40000.1875,29995.640625,10008.484375,39990.109375,29995.62890625
1733462000.1650236,10284.34375,39981.5,29983.7578125,9782.40625,40042.84375,30016.2421875,9999.203125,40005.546875,30003.19921875,10005.109375,40010.359375,30001.2890625
1733462000.1918776,10246.84375,39990.921875,30043.34765625,10132.1875,39900.734375,30000.421875,10028.3125,39982.796875,29997.9375,10023.578125,39991.171875,29997.36328125
1733462000.21942,9664.609375,40077.09375,30039.50390625,10253.4765625,40051.328125,29956.23046875,9988.7734375,40014.453125,30006.73828125,9990.390625,40000.546875,30003.609375
1733462000.2489486,9624.015625,39948.5,30043.60546875,9925.6796875,40075.984375,29973.84375,9967.65625,39996.515625,,,,
1733462000.2674642,,,,,,,,,29994.22265625,9979.375,40003.171875,29999.63671875
1733462000.281329,9880.0,39855.046875,29988.66796875,10156.4453125,39844.078125,30034.875,9999.625,39979.515625,29996.9765625,9989.3359375,,
1733462000.2928338,,,,,,,,,,,39989.515625,29998.39453125
1733462000.3148541,9727.234375,40209.03125,29909.77734375,10126.65625,40090.09375,30024.22265625,9996.5546875,40013.203125,29998.8046875,9996.53125,40004.296875,30001.25390625
1733462000.3427246,10225.0234375,39853.59375,29974.13671875,10045.375,40047.828125,30006.1171875,10018.0234375,39997.90625,30001.21875,,,
1733462000.3602324,,,,,,,,,,10014.4140625,40004.953125,29997.8671875
1733462000.372715,10018.46875,40119.78125,30002.28515625,9878.8046875,39897.375,29993.30859375,9995.734375,40001.5625,29999.6015625,10001.21875,39995.515625,29989.2890625
1733462000.3997293,9704.4765625,39970.984375,30106.20703125,,,,,,,,,
1733462000.417267,,,,9846.671875,40040.3125,29969.14453125,9962.359375,40004.703125,29996.9296875,9965.921875,39994.984375,30013.8515625
1733462000.4388065,10798.0234375,40061.046875,30003.0234375,9706.3984375,40025.4375,29948.671875,10032.4375,39995.21875,30000.71484375,10029.53125,40010.875,29997.66796875
1733462000.461359,10517.734375,39804.328125,29948.40234375,9834.3671875,40061.953125,30012.48046875,10020.7421875,39988.8125,29997.22265625,10016.171875,39992.109375,
1733462000.4723642,,,,,,,,,,,,29995.5
1733462000.4938936,9103.9140625,40229.640625,29951.0859375,10602.625,39839.640625,30036.515625,9977.125,,,,,
